string_DE_der;;;;;;;;;;;X
string_DE_Der;;;;;;;;;;;X
string_DE_die;;;;;;;;;;;X
string_DE_Die;;;;;;;;;;;X
string_DE_den;;;;;;;;;;;X
string_DE_Den;;;;;;;;;;;X
string_DE_ein;;;;;;;;;;;X
string_DE_Ein;;;;;;;;;;;X
string_DE_eine;;;;;;;;;;;X
string_DE_Eine;;;;;;;;;;;X
string_DE_des;;;;;;;;;;;X
string_DE_Des;;;;;;;;;;;X
string_DE_derdie;;;;;;;;;;;X
string_DE_DerDie;;;;;;;;;;;X
string_DE_dendie;;;;;;;;;;;X
string_DE_DenDie;;;;;;;;;;;X
string_DE_eineine;;;;;;;;;;;X
string_DE_EinEine;;;;;;;;;;;X
string_DE_DesDer;;;;;;;;;;;X
string_DE_desder;;;;;;;;;;;X
string_DE_unseres;;;;;;;;;;;X
string_DE_Unseres;;;;;;;;;;;X
string_DE_unserer;;;;;;;;;;;X
string_DE_Unserer;;;;;;;;;;;X
string_DE_unser;;;;;;;;;;;X
string_DE_Unser;;;;;;;;;;;X
string_DE_unsere;;;;;;;;;;;X
string_DE_Unsere;;;;;;;;;;;X
string_DE_unserem;;;;;;;;;;;X
string_DE_Unserem;;;;;;;;;;;X
string_DE_eines;;;;;;;;;;;X
string_DE_Eines;;;;;;;;;;;X
string_DE_einer;;;;;;;;;;;X
string_DE_Einer;;;;;;;;;;;X
string_DE_einem;;;;;;;;;;;X
string_DE_Einem;;;;;;;;;;;X
string_DE_einen;;;;;;;;;;;X
string_DE_Einen;;;;;;;;;;;X
string_DE_eineneine;;;;;;;;;;;X
string_DE_EinenEinen;;;;;;;;;;;X
string_DE_unseresunserer;;;;;;;;;;;X
string_DE_UnseresUnserer;;;;;;;;;;;X
string_DE_unserunsere;;;;;;;;;;;X
string_DE_UnserUnsere;;;;;;;;;;;X
string_DE_unseremunserer;;;;;;;;;;;X
string_DE_UnseremUnserer;;;;;;;;;;;X
string_DE_eineseiner;;;;;;;;;;;X
string_DE_EinesEiner;;;;;;;;;;;X
string_DE_einemeiner;;;;;;;;;;;X
string_DE_Einemeiner;;;;;;;;;;;X
string_DE_kein;;;;;;;;;;;X
string_DE_Kein;;;;;;;;;;;X
string_DE_keine;;;;;;;;;;;X
string_DE_Keine;;;;;;;;;;;X
string_DE_irgendein;;;;;;;;;;;X
string_DE_Irgendein;;;;;;;;;;;X
string_DE_irgendeine;;;;;;;;;;;X
string_DE_Irgendeine;;;;;;;;;;;X
string_DE_keinem;;;;;;;;;;;X
string_DE_Keinem;;;;;;;;;;;X
string_DE_keiner;;;;;;;;;;;X
string_DE_Keiner;;;;;;;;;;;X
string_DE_keinkeine;;;;;;;;;;;X
string_DE_KeinKeine;;;;;;;;;;;X
string_DE_irgendeinirgendeine;;;;;;;;;;;X
string_DE_IrgendeinIrgendeine;;;;;;;;;;;X
string_DE_keinemkeiner;;;;;;;;;;;X
string_DE_KeinemKeiner;;;;;;;;;;;X
string_DE_dieser;;;;;;;;;;;X
string_DE_Dieser;;;;;;;;;;;X
string_DE_diese;;;;;;;;;;;X
string_DE_Diese;;;;;;;;;;;X
string_DE_dieses;;;;;;;;;;;X
string_DE_Dieses;;;;;;;;;;;X
string_DE_diesem;;;;;;;;;;;X
string_DE_Diesem;;;;;;;;;;;X
string_DE_dieserdiese;;;;;;;;;;;X
string_DE_DieserDiese;;;;;;;;;;;X
string_DE_diesesdieser;;;;;;;;;;;X
string_DE_DiesesDieser;;;;;;;;;;;X
string_DE_diesemdieser;;;;;;;;;;;X
string_DE_DiesemDieser;;;;;;;;;;;X
string_DE_ihm;;;;;;;;;;;X
string_DE_Ihm;;;;;;;;;;;X
string_DE_ihr;;;;;;;;;;;X
string_DE_Ihr;;;;;;;;;;;X
string_DE_ihmihr;;;;;;;;;;;X
string_DE_IhmIhr;;;;;;;;;;;X
string_DE_dem;;;;;;;;;;;X
string_DE_Dem;;;;;;;;;;;X
string_DE_demder;;;;;;;;;;;X
string_DE_DemDer;;;;;;;;;;;X
string_DE_meinem;;;;;;;;;;;X
string_DE_Meinem;;;;;;;;;;;X
string_DE_meiner;;;;;;;;;;;X
string_DE_Meiner;;;;;;;;;;;X
string_DE_meinemmeiner;;;;;;;;;;;X
string_DE_MeinemMeiner;;;;;;;;;;;X
string_DE_euer;;;;;;;;;;;X
string_DE_Euer;;;;;;;;;;;X
string_DE_eure;;;;;;;;;;;X
string_DE_Eure;;;;;;;;;;;X
string_DE_euereure;;;;;;;;;;;X
string_DE_EuerEure;;;;;;;;;;;X
string_DE_eurem;;;;;;;;;;;X
string_DE_Eurem;;;;;;;;;;;X
string_DE_eurer;;;;;;;;;;;X
string_DE_Eurer;;;;;;;;;;;X
string_DE_euremeurer;;;;;;;;;;;X
string_DE_EuremEurer;;;;;;;;;;;X
string_DE_ihn;;;;;;;;;;;X
string_DE_Ihn;;;;;;;;;;;X
string_DE_sie;;;;;;;;;;;X
string_DE_Sie;;;;;;;;;;;X
string_DE_ihnsie;;;;;;;;;;;X
string_DE_IhnSie;;;;;;;;;;;X
string_DE_euren;;;;;;;;;;;X
string_DE_Euren;;;;;;;;;;;X
string_DE_eureneure;;;;;;;;;;;X
string_DE_EurenEure;;;;;;;;;;;X
string_DE_endingS;;;;;;;;;;;X
string_DE_FB_endingS;;;;;;;;;;;X
string_DE_endingE;;;;;;;;;;;X
string_DE_FB_endingE;;;;;;;;;;;X
string_DE_endingN;;;;;;;;;;;X
string_DE_FB_endingN;;;;;;;;;;;X
string_DE_endingR;;;;;;;;;;;X
string_DE_FB_endingR;;;;;;;;;;;X
string_DE_endingIN;;;;;;;;;;;X
string_DE_FB_endingIN;;;;;;;;;;;X
string_DE_endingEM;;;;;;;;;;;X
string_DE_FB_endingEM;;;;;;;;;;;X
string_DE_endingER;;;;;;;;;;;X
string_DE_FB_endingER;;;;;;;;;;;X
string_DE_endinga;;;;;;;;;;;X
string_DE_FB_endinga;;;;;;;;;;;X
string_DE_Arzt;;;;;;;;;;;X
string_DE_Ärztin;;;;;;;;;;;X
string_DE_Kannibale;;;;;;;;;;;X
string_DE_Kannibalin;;;;;;;;;;;X
string_DE_Propheten;;;;;;;;;;;X
string_DE_Prophetin;;;;;;;;;;;X
string_DE_Missgestalteter;;;;;;;;;;;X
string_DE_Missgestalt;;;;;;;;;;;X
string_DE_Folterer;;;;;;;;;;;X
string_DE_Folterin;;;;;;;;;;;X
string_DE_Feigling;;;;;;;;;;;X
string_DE_Memme;;;;;;;;;;;X
string_DE_Narr;;;;;;;;;;;X
string_DE_Närrin;;;;;;;;;;;X
string_DE_Krüppel;;;;;;;;;;;X
string_DE_Behinderte;;;;;;;;;;;X
string_DE_Esel;;;;;;;;;;;X
string_DE_Ziege;;;;;;;;;;;X
string_DE_Strohmann;;;;;;;;;;;X
string_DE_Vogelscheuche;;;;;;;;;;;X
string_DE_Dschungelbewohner;;;;;;;;;;;X
string_DE_Dschungelnatter;;;;;;;;;;;X
string_DE_Bücherwurm;;;;;;;;;;;X
string_DE_Leseratte;;;;;;;;;;;X
string_DE_Bengel;;;;;;;;;;;X
string_DE_Göre;;;;;;;;;;;X
string_DE_Blutsauger;;;;;;;;;;;X
string_DE_Zecke;;;;;;;;;;;X
string_DE_Wurm;;;;;;;;;;;X
string_DE_Made;;;;;;;;;;;X
string_DE_Wüstenkäfer;;;;;;;;;;;X
string_DE_Wüstenratte;;;;;;;;;;;X
string_DE_Fiesling;;;;;;;;;;;X
string_DE_Vettel;;;;;;;;;;;X
string_DE_Zuchtstute;;;;;;;;;;;X
string_DE_Stohkopf;;;;;;;;;;;X
string_DE_Hohlbirne;;;;;;;;;;;X
string_DE_Gesichtskrapfen;;;;;;;;;;;X
string_DE_Hackfresse;;;;;;;;;;;X
string_DE_Überflieger;;;;;;;;;;;X
string_DE_Koriphäe;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_eineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_eineine;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipeineine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian__EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_EinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_EinEine;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipEinEine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_eineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_eineneine;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipeineneine;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_einemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_einemeiner;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipeinemeiner;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_zumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_zumzur;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipzumzur;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_iminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_iminder;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipiminder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Christian_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Muslim_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Pagan_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Zoroastrian_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jewish_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Hindu_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Buddhist_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Jain_desder;;;;;;;;;;;X
string_DE_GetHouseOfWorship_Taoist_desder;;;;;;;;;;;X
string_DE_FB_GetHouseOfWorshipdesder;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Benedict_demder;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Augustine_demder;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Basil_demder;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Abraham_demder;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Anthony_demder;;;;;;;;;;;X
string_DE_the_Noble_Eightfold_Path_demder;;;;;;;;;;;X
string_DE_the_four_Purusartha_demder;;;;;;;;;;;X
string_DE_the_Anuvrata_demder;;;;;;;;;;;X
string_DE_FB_GetMOCode_demder;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Benedict_dieden;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Augustine_dieden;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Basil_dieden;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Abraham_dieden;;;;;;;;;;;X
string_DE_the_Rule_of_Saint_Anthony_dieden;;;;;;;;;;;X
string_DE_the_Noble_Eightfold_Path_dieden;;;;;;;;;;;X
string_DE_the_four_Purusartha_dieden;;;;;;;;;;;X
string_DE_the_Anuvrata_dieden;;;;;;;;;;;X
string_DE_FB_GetMOCode_dieden;;;;;;;;;;;X
string_DE_GetHolding_Castle_1_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Castle_2_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Castle_3_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Temple_1_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Nomad_1_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Nomad_2_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Nomad_3_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Tribal_1_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Tribal_2_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Tribal_3_diedasden;;;;;;;;;;;X
string_DE_GetHolding_City_1_diedasden;;;;;;;;;;;X
string_DE_GetHolding_City_2_diedasden;;;;;;;;;;;X
string_DE_GetHolding_City_3_diedasden;;;;;;;;;;;X
string_DE_settlement_diedasden;;;;;;;;;;;X
string_DE_FB_GetHolding_diedasden;;;;;;;;;;;X
string_DE_GetHolding_Castle_1_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Castle_2_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Castle_3_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Temple_1_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Nomad_1_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Nomad_2_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Nomad_3_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Tribal_1_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Tribal_2_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_Tribal_3_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_City_1_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_City_2_dieserdieses;;;;;;;;;;;X
string_DE_GetHolding_City_3_dieserdieses;;;;;;;;;;;X
string_DE_settlement_dieserdieses;;;;;;;;;;;X
string_DE_FB_GetHolding_dieserdieses;;;;;;;;;;;X
string_DE_town_diedas;;;;;;;;;;;X
string_DE_camp_diedas;;;;;;;;;;;X
string_DE_FB_DWSettlement_diedas;;;;;;;;;;;X
string_DE_town_jedejedes;;;;;;;;;;;X
string_DE_camp_jedejedes;;;;;;;;;;;X
string_DE_FB_DWSettlement_jedejedes;;;;;;;;;;;X
